epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
22,1072.58983429,182.60705148,20,5,2.13836112,0.20173228,3.20754168,0262bd955f35b67aad8daf9a7e51bd9761e581ab89de667118beb5b85ce2f09a
23,1076.0098038,179.42972198,20,5,2.14517967,0.20220001,3.2177695,f5ebae1a63652606b979f5acb5ae6e89f14820ad53e8bfb90bf5c916604b65bf
24,1079.4405013,176.24222619,20,5,2.15201961,0.20266809,3.22802941,69b3b6721e550406492642cc841d2a01114749e7845dfd687f0dac3244e47461
25,1082.88195931,173.04453199,20,5,2.158881,0.20313651,3.2383215,0d6edccdc78c21524c9e0997aa88f4a1bbfe3d7fe2aa5b86b35e10b9d7e74304
26,1086.33421046,169.83660716,20,5,2.16576392,0.20360527,3.24864588,2952e86ad142e20aabe1511c94b4b78b805991c3245988468a422836b2dacb7e
27,1089.79728744,166.6184194,20,5,2.17266842,0.20407435,3.25900263,44d906b92add8f7677877c1c902b305ed909957817db1800e81933521545f58b
28,1093.27122306,163.38993629,20,5,2.17959457,0.20454376,3.26939186,3be5be5625d41e9b60dbaadb417c9a6e0f42d239af3dda9dba398d094696e32f
29,1096.75605021,160.15112532,20,5,2.18654245,0.20501348,3.27981367,9ff718b10a4099c350e5daa65503dd1635f4c776db7cc66b626edaef9ce8e991
30,1100.25180187,156.90195387,20,5,2.1935121,0.20548351,3.29026815,7ea3fe445cd1be9156aef99bb141147a78c36b6b2c1316f3e3061760cfd5faf0
31,1103.75851112,153.64238923,20,5,2.2005036,0.20595384,3.30075541,236d17c3cb125e73417013e66222fc2f6a950de55526e26d8d6f6f581f8e4ad1
32,1107.27621112,150.37239859,20,5,2.20751702,0.20642447,3.31127553,3998de215df9f17f0b2200f95c82879826b6b9711aa637102b8935c4ab520792
