epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
85,1503.29862697,774.34494251,100,5,14.9621497,6.85922506,0.22443225,f96bcc561c287fdd6b311ef7e1b495bb9ed99bb4b7871e6c8627d31baa06845b
86,1510.41286302,779.63044073,100,5,15.03298627,6.88874126,0.22549479,6511c8d363b6bc04f1ac755593de24cd0e6359f82f327b5fe541431180feaee6
87,1517.55778176,784.93856425,100,5,15.10412863,6.91835681,0.22656193,38f2d8fbc2f440766e971e014715824e402301ad6f7c964bab50251decf04a2b
88,1524.73348722,790.26938801,100,5,15.17557782,6.94807179,0.22763367,3fdde254f38332691a4ac1adbf2ecf0c745e3e820651be2fca3b6be6e1272022
89,1531.94008351,795.62298701,100,5,15.24733487,6.97788627,0.22871002,5783128288872d3150612f5407129516be4bf7d5d899f8b2e46e29b90dff6374
90,1539.17767482,800.99943624,100,5,15.31940084,7.0078003,0.22979101,dbe1480820230b6b3c4a0e439348ef490b3db9f8b9c32fdbaa41622ec2bb77d0
91,1546.44636542,806.39881075,100,5,15.39177675,7.03781395,0.23087665,ac5507a582d97740e33235a5fe6f3c4b6317aaf39cb5e2d1a3ca9e3896d96bd1
92,1553.74625965,811.82118562,100,5,15.46446365,7.06792728,0.23196695,3f5bc9db819eaa06f6367d6e5a8d94a643f0d35da3afa66e3efed9ffcc5753ba
93,1561.07746193,817.26663595,100,5,15.5374626,7.09814034,0.23306194,775f9e01f85a016a4f74f8778c604a7cce9b938ca1362e43ab5a81f7c968a614
94,1568.44007674,822.73523688,100,5,15.61077462,7.12845319,0.23416162,80083036d8cd578163c5665cb3c9249cf9763da374e5339a4aa420eee452ad83
95,1575.83420861,828.22706356,100,5,15.68440077,7.15886586,0.23526601,52fb0814b48cc35e19fdf1483e8ee47f301b0e764a1111244e9c936757a18525
96,1583.25996216,833.74219117,100,5,15.75834209,7.18937842,0.23637513,6f676687257c1befb6ba3dcedaa95c3703973b4d24846b54af3c0ff61aca1e35
97,1590.71744204,839.28069489,100,5,15.83259962,7.21999089,0.23748899,5c317c9b1413f14d668601d9cbaaafa6691799ae65204ef9b648ddf1f5fc3bc2
98,1598.20675299,844.84264993,100,5,15.90717442,7.25070333,0.23860762,d7268d675c865f8fd39ff927382e81cf294ff33bed831bd2b50d9a96181376ec
99,1605.72799976,850.42813153,100,5,15.98206753,7.28151576,0.23973101,680e335b9fff27d7531a7b58be0049805f38f3a67a1ea613f41ad83cb090d208
100,1613.28128718,856.03721491,100,5,16.05728,7.31242822,0.2408592,1608d424c223a6abcb65a3587321b84572c6b3feeec574654b347bc0adcb0421
101,1620.86672011,861.66997531,100,5,16.13281287,7.34344074,0.24199219,87bee1e06cfe9898bc8c32393f025ddb8d9df56efd203b26e815c4df208e94ca
102,1628.48440346,867.32648797,100,5,16.2086672,7.37455334,0.24313001,92473beac3aeed1d005e8f3a4970e9c22d407c302c2500a04fd03c8c168fd72d
103,1636.13444218,873.00682816,100,5,16.28484403,7.40576606,0.24427266,6131794ea3dd7fd8ceff6eaf75e07e300ea3cbf1313f2e537dc2e92c108a7fbf
104,1643.81694125,878.71107111,100,5,16.36134442,7.4370789,0.24542017,f3b432fc9652571948502d236e61c55b696a1bc75bf7feb88a9c70dfdaeadec1
105,1651.53200568,884.43929208,100,5,16.43816941,7.46849189,0.24657254,337b2863120541c3a3bbed9a96f9fa2d287650586355cdf12dcdd951558c8ded
106,1659.27974052,890.19156631,100,5,16.51532006,7.50000504,0.2477298,834fc95d99b9f7fc3f830facc78abe7446716b154dfd79505d248ac566da8f5c
107,1667.06025084,895.96796904,100,5,16.59279741,7.53161836,0.24889196,491d472fb234742325f1aaef3e96a37aed75d9ed1f582f33683f91bf5260a00a
108,1674.87364172,901.76857547,100,5,16.67060251,7.56333184,0.25005904,d7d68285898212e62f54e4c5887cbc9ec1f72abc57744675b3826a73cb54536b
109,1682.72001828,907.59346083,100,5,16.74873642,7.59514551,0.25123105,b2827553cb3eccf9fa6d72b7293a921b95118d35365ae0b71a4cc16a01fe8699
110,1690.59948563,913.44270031,100,5,16.82720018,7.62705935,0.252408,3b77233ee0c112636305713c9baadf64454de830dbec29619caa9698a19e5c9a
111,1698.51214892,919.31636909,100,5,16.90599486,7.65907337,0.25358992,be019d1bb05526f474f2dca25ad2a0f1b3e35ad3b153b1678f8a87ea572d7488
112,1706.45811328,925.2145423,100,5,16.98512149,7.69118754,0.25477682,5fc005e6e9db0d694a3a1e69a0034cb3b98fa094baeb34ca7309c8a22439fbc0
